movie_title,duration,imdb_score
Alfie ,103,6.2
Stigmata ,103,6.2
Predator 2 ,103,6.2
Mystic Pizza ,104,6.2
Fever Pitch ,104,6.2
The Ladykillers ,104,6.2
Tower Heist ,104,6.2
Mrs. Winterbourne ,105,6.2
Rock Star ,105,6.2
Jack Ryan: Shadow Recruit ,105,6.2
The Other End of the Line ,106,6.2
Lucky Break ,107,6.2
Takers ,107,6.2
Step Up 3D ,107,6.2
Hackers ,107,6.2
Mad Max Beyond Thunderdome ,107,6.2
The Adventures of Huck Finn ,108,6.2
Casino Jack ,108,6.2
City by the Sea ,108,6.2
No Strings Attached ,108,6.2
Beyond the Valley of the Dolls ,109,6.2
Case 39 ,109,6.2
Broken City ,109,6.2
Miss Congeniality ,109,6.2
Ong-bak 2 ,110,6.2
The Game Plan ,110,6.2
City Hall ,111,6.2
Secret in Their Eyes ,111,6.2
Splash ,111,6.2
The Princess Diaries ,111,6.2
Scream 4 ,111,6.2
Cargo ,112,6.2
Adore ,112,6.2
Mirrors ,112,6.2
The Perez Family ,113,6.2
Entrapment ,113,6.2
Dark Shadows ,113,6.2
Red Lights ,114,6.2
Shanghai Knights ,114,6.2
Mad City ,115,6.2
Man of the Year ,115,6.2
The Saint ,116,6.2
RoboCop ,117,6.2
RoboCop ,117,6.2
Firestorm ,118,6.2
Winter's Tale ,118,6.2
Deliver Us from Evil ,118,6.2
Parker ,118,6.2
Illuminata ,119,6.2
The Sisterhood of the Traveling Pants 2 ,119,6.2
One Man's Hero ,121,6.2
Idlewild ,121,6.2
Ironclad ,121,6.2
Never Say Never Again ,121,6.2
Saw III ,121,6.2
Knowing ,121,6.2
Bride & Prejudice ,122,6.2
Running with Scissors ,122,6.2
Indiana Jones and the Kingdom of the Crystal Skull ,122,6.2
Coriolanus ,123,6.2
Heartbreakers ,123,6.2
3 Days to Kill ,123,6.2
Beautiful Creatures ,124,6.2
"Cinco de Mayo, La Batalla ",125,6.2
Duplicity ,125,6.2
Wolf ,125,6.2
Dum Maaro Dum ,128,6.2
The Fifth Estate ,128,6.2
A Tale of Three Cities ,130,6.2
Last Action Hero ,130,6.2
The Five-Year Engagement ,131,6.2
Hannibal Rising ,131,6.2
This Is 40 ,134,6.2
Proof of Life ,135,6.2
Solomon and Sheba ,141,6.2
Vanity Fair ,141,6.2
Darling Lili ,143,6.2
Spider-Man 3 ,156,6.2
Spider-Man 3 ,156,6.2
American Wedding ,74,6.3
The Blue Room ,76,6.3
The Tigger Movie ,77,6.3
Tadpole ,78,6.3
The Exploding Girl ,79,6.3
Cavite ,80,6.3
Rampage ,80,6.3
Devil ,80,6.3
Edmond ,82,6.3
How to Fall in Love ,84,6.3
My Name Is Bruce ,84,6.3
Paranormal Activity ,84,6.3
Thunder and the House of Magic ,85,6.3
Psycho Beach Party ,85,6.3
Abandoned ,86,6.3
The Big Tease ,86,6.3
For Your Consideration ,86,6.3
Supporting Characters ,87,6.3
Cedar Rapids ,87,6.3
TMNT ,87,6.3
Transporter 2 ,87,6.3
Bran Nue Dae ,88,6.3
Space Jam ,88,6.3
16 to Life ,89,6.3
Lies in Plain Sight ,89,6.3
Out Cold ,89,6.3
Surrogates ,89,6.3
Forsaken ,90,6.3
Forsaken ,90,6.3
Nothing ,90,6.3
In & Out ,90,6.3
A Very Harold & Kumar 3D Christmas ,90,6.3
Mr. Bean's Holiday ,90,6.3
Ace Ventura: When Nature Calls ,90,6.3
Married Life ,91,6.3
Cyrus ,91,6.3
Robots ,91,6.3
Before I Go to Sleep ,92,6.3
Dracula Untold ,92,6.3
H. ,93,6.3
Code 46 ,93,6.3
Formula 51 ,93,6.3
Blue Streak ,93,6.3
Blades of Glory ,93,6.3
Grabbers ,94,6.3
Astro Boy ,94,6.3
Young Adult ,94,6.3
Hitman ,94,6.3
Resident Evil: Extinction ,94,6.3
Kill List ,95,6.3
Deadfall ,95,6.3
Ella Enchanted ,96,6.3
Chloe ,96,6.3
The Blue Butterfly ,97,6.3
Highway ,97,6.3
The Angry Birds Movie ,97,6.3
While We're Young ,97,6.3
Somewhere ,97,6.3
After the Sunset ,97,6.3
Take Me Home Tonight ,97,6.3
Tango & Cash ,97,6.3
"Happy, Texas ",98,6.3
Tiny Furniture ,98,6.3
Party Monster ,98,6.3
Escape from the Planet of the Apes ,98,6.3
You Will Meet a Tall Dark Stranger ,98,6.3
Wimbledon ,98,6.3
Taken 2 ,98,6.3
Once Upon a Time in Queens ,98,6.3
A Lonely Place to Die ,99,6.3
A Dog of Flanders ,100,6.3
Shanghai Calling ,100,6.3
Snow White: A Tale of Terror ,100,6.3
Palo Alto ,100,6.3
The Warrior's Way ,100,6.3
Hope Springs ,100,6.3
Very Bad Things ,100,6.3
Intolerable Cruelty ,100,6.3
All Good Things ,101,6.3
Johnny English Reborn ,101,6.3
Date Night ,101,6.3
Barbershop ,102,6.3
Going the Distance ,102,6.3
An Everlasting Piece ,103,6.3
Peggy Sue Got Married ,103,6.3
The Family Stone ,103,6.3
Arachnophobia ,103,6.3
War ,103,6.3
This Means War ,103,6.3
The Sisterhood of Night ,104,6.3
Wild Grass ,104,6.3
A Perfect Plan ,104,6.3
The Adventures of Ford Fairlane ,104,6.3
The Astronaut Farmer ,104,6.3
Endless Love ,104,6.3
No Reservations ,104,6.3
Along Came a Spider ,104,6.3
Romance & Cigarettes ,105,6.3
I Spit on Your Grave ,105,6.3
The American ,105,6.3
My Best Friend's Wedding ,105,6.3
Adam Resurrected ,106,6.3
The Brothers ,106,6.3
The Deep End of the Ocean ,106,6.3
Hardball ,106,6.3
Gremlins 2: The New Batch ,106,6.3
Cars 2 ,106,6.3
Mars Attacks! ,106,6.3
Meet the Fockers ,106,6.3
March or Die ,107,6.3
Lone Wolf McQuade ,107,6.3
Risen ,107,6.3
Connie and Carla ,108,6.3
Sydney White ,108,6.3
The November Man ,108,6.3
Under the Skin ,108,6.3
Mamma Mia! ,108,6.3
Dear John ,108,6.3
Higher Ground ,109,6.3
Assault on Precinct 13 ,109,6.3
The Cell ,109,6.3
Letters to God ,110,6.3
Nurse Betty ,110,6.3
Beerfest ,110,6.3
The Land Girls ,111,6.3
Crazy in Alabama ,111,6.3
The River Wild ,111,6.3
Teenage Mutant Ninja Turtles: Out of the Shadows ,112,6.3
To Rome with Love ,112,6.3
Criminal ,113,6.3
Don't Say a Word ,113,6.3
The Chronicles of Narnia: The Voyage of the Dawn Treader ,113,6.3
Twister ,113,6.3
Femme Fatale ,114,6.3
Jack the Giant Slayer ,114,6.3
High Crimes ,115,6.3
Triple 9 ,115,6.3
Beowulf ,115,6.3
Kansas City ,116,6.3
The General's Daughter ,116,6.3
The Siege ,116,6.3
Horrible Bosses 2 ,116,6.3
Alien: Resurrection ,116,6.3
Country Strong ,117,6.3
Knight and Day ,117,6.3
Repo Men ,119,6.3
Paycheck ,119,6.3
Insurgent ,119,6.3
Transcendence ,119,6.3
One Night with the King ,123,6.3
The Jackal ,124,6.3
Hart's War ,125,6.3
The Internship ,125,6.3
Moonraker ,126,6.3
Topaz ,127,6.3
47 Ronin ,128,6.3
Trainwreck ,129,6.3
The Mummy Returns ,130,6.3
A View to a Kill ,131,6.3
Evita ,135,6.3
Tin Cup ,135,6.3
Wall Street: Money Never Sleeps ,136,6.3
The Boondock Saints II: All Saints Day ,138,6.3
Anchorman 2: The Legend Continues ,143,6.3
Transformers: Dark of the Moon ,154,6.3
Krrish ,168,6.3
Gods and Generals ,280,6.3
Pooh's Heffalump Movie ,68,6.4
Love and Other Catastrophes ,76,6.4
Evolution ,81,6.4
Dirty Work ,82,6.4
Naked Gun 33 1/3: The Final Insult ,83,6.4
The Business of Strangers ,84,6.4
Funny Ha Ha ,85,6.4
Bowfinger ,85,6.4
Welcome to Collinwood ,86,6.4
Dragon Nest: Warriors' Dawn ,88,6.4
Perrier's Bounty ,88,6.4
Underworld: Awakening ,88,6.4
Lucy ,89,6.4
The Life Before Her Eyes ,90,6.4
Solitary Man ,90,6.4
Compliance ,90,6.4
Our Idiot Brother ,90,6.4
The Quiet ,91,6.4
Dead Snow ,91,6.4
Minions ,91,6.4
Dreaming of Joseph Lees ,92,6.4
Hamlet 2 ,92,6.4
Freakonomics ,93,6.4
Shrek Forever After ,93,6.4
Big Daddy ,93,6.4
Stiff Upper Lips ,94,6.4
Diary of a Wimpy Kid: Dog Days ,94,6.4
Monsters ,94,6.4
Van Wilder: Party Liaison ,94,6.4
Newlyweds ,95,6.4
Made ,95,6.4
Feast ,95,6.4
The House of the Devil ,95,6.4
The Woman in Black ,95,6.4
Clockwatchers ,96,6.4
Outside Providence ,96,6.4
Rambo: First Blood Part II ,96,6.4
Some Guy Who Kills People ,97,6.4
Charlotte's Web ,97,6.4
Everything Must Go ,97,6.4
The Santa Clause ,97,6.4
Centurion ,97,6.4
The Losers ,97,6.4
Neighbors ,97,6.4
Bang ,98,6.4
Winter Passing ,98,6.4
The Number 23 ,98,6.4
Gabriela ,99,6.4
There Goes My Baby ,99,6.4
Freeze Frame ,99,6.4
Brooklyn Rules ,99,6.4
Nighthawks ,99,6.4
Factory Girl ,99,6.4
Ninja Assassin ,99,6.4
The Dictator ,99,6.4
Keanu ,100,6.4
Brokedown Palace ,100,6.4
The Mighty Ducks ,100,6.4
Leap Year ,100,6.4
Beverly Hills Cop II ,100,6.4
The Invention of Lying ,100,6.4
The Grace Card ,101,6.4
Shade ,101,6.4
The Brass Teapot ,101,6.4
Mindhunters ,101,6.4
Rio 2 ,101,6.4
Hot Tub Time Machine ,101,6.4
Salt ,101,6.4
The Singles Ward ,102,6.4
Roar ,102,6.4
Good Kill ,102,6.4
Be Kind Rewind ,102,6.4
Once Upon a Time in Mexico ,102,6.4
17 Again ,102,6.4
Hancock ,102,6.4
Northfork ,103,6.4
Stick It ,103,6.4
Goosebumps ,103,6.4
Goosebumps ,103,6.4
Star Trek: Insurrection ,103,6.4
DragonHeart ,103,6.4
Death Becomes Her ,104,6.4
The Faculty ,104,6.4
She's Out of My League ,104,6.4
The Assassin ,105,6.4
The Frozen Ground ,105,6.4
Double Jeopardy ,105,6.4
Delivery Man ,105,6.4
The Iron Lady ,105,6.4
She's the Man ,105,6.4
Because of Winn-Dixie ,106,6.4
Shopgirl ,106,6.4
Varsity Blues ,106,6.4
Project Almanac ,106,6.4
"Hail, Caesar! ",106,6.4
Final Fantasy: The Spirits Within ,106,6.4
Fright Night ,106,6.4
Behind Enemy Lines ,106,6.4
The Taking of Pelham 1 2 3 ,106,6.4
Rapa Nui ,107,6.4
10th & Wolf ,107,6.4
Dolphin Tale 2 ,107,6.4
New Nightmare ,107,6.4
The Last Stand ,107,6.4
Predators ,107,6.4
Click ,107,6.4
Our Kind of Traitor ,108,6.4
Anything Else ,108,6.4
The Hills Have Eyes ,108,6.4
American Pie 2 ,108,6.4
Night at the Museum ,108,6.4
Death to Smoochy ,109,6.4
Paper Towns ,109,6.4
Terminator 3: Rise of the Machines ,109,6.4
Blood Work ,110,6.4
The Raven ,110,6.4
Womb ,111,6.4
Bandslam ,111,6.4
Flash Gordon ,111,6.4
Death Race ,111,6.4
Flawless ,112,6.4
Last Holiday ,112,6.4
Colombiana ,112,6.4
Rat Race ,112,6.4
Alice Through the Looking Glass ,113,6.4
Grudge Match ,113,6.4
The Longest Yard ,113,6.4
The Libertine ,114,6.4
Red Dawn ,114,6.4
Get Him to the Greek ,114,6.4
The Yards ,115,6.4
Star Trek: Nemesis ,116,6.4
How to Lose a Guy in 10 Days ,116,6.4
The City of Your Final Destination ,117,6.4
Mona Lisa Smile ,117,6.4
Just Go with It ,117,6.4
Jindabyne ,118,6.4
Switchback ,118,6.4
The Change-Up ,118,6.4
Muppets Most Wanted ,119,6.4
Burlesque ,119,6.4
Mozart's Sister ,120,6.4
Won't Back Down ,121,6.4
Smilla's Sense of Snow ,121,6.4
Elizabethtown ,123,6.4
Phenomenon ,123,6.4
Kate & Leopold ,123,6.4
Marie Antoinette ,123,6.4
New York Stories ,124,6.4
The Sum of All Fears ,124,6.4
Cliffhanger ,124,6.4
Air Force One ,124,6.4
The Day After Tomorrow ,124,6.4
Ted 2 ,125,6.4
Ocean's Twelve ,125,6.4
Riddick ,127,6.4
What Women Want ,127,6.4
Keeping the Faith ,128,6.4
The Interpreter ,128,6.4
The World Is Not Enough ,128,6.4
W. ,129,6.4
He's Just Not That Into You ,129,6.4
The Perfect Storm ,130,6.4
Oz the Great and Powerful ,130,6.4
Oz the Great and Powerful ,130,6.4
White House Down ,131,6.4
Riding in Cars with Boys ,132,6.4
The Man in the Iron Mask ,132,6.4
The Scorch Trials ,132,6.4
Executive Decision ,133,6.4
The Producers ,134,6.4
Child 44 ,137,6.4
Love in the Time of Cholera ,139,6.4
Star Trek: The Motion Picture ,143,6.4
F.I.S.T. ,145,6.4
Alien 3 ,145,6.4
Funny People ,153,6.4
The Messenger: The Story of Joan of Arc ,158,6.4
ABCD (Any Body Can Dance) ,160,6.4
Dolphins and Whales 3D: Tribes of the Ocean ,42,6.5
Big Trouble ,74,6.5
PCU ,79,6.5
Hoodwinked! ,80,6.5
Recess: School's Out ,82,6.5
Dinosaur ,82,6.5
Little Big Top ,83,6.5
The Kentucky Fried Movie ,83,6.5
"Jeff, Who Lives at Home ",83,6.5
Hav Plenty ,84,6.5
Awake ,84,6.5
Red Eye ,85,6.5
Groove ,86,6.5
Good Dick ,86,6.5
CJ7 ,86,6.5
Child's Play ,87,6.5
Gunless ,89,6.5
The Blood of Heroes ,90,6.5
City of Ember ,90,6.5
Youth in Revolt ,90,6.5
Freaky Deaky ,90,6.5
The Living Wake ,91,6.5
Stolen Summer ,91,6.5
Changing Lanes ,91,6.5
Premium Rush ,91,6.5
Choke ,92,6.5
From Paris with Love ,92,6.5
Down Terrace ,93,6.5
The Poker House ,93,6.5
You Kill Me ,93,6.5
The Good Girl ,93,6.5
Crocodile Dundee ,93,6.5
Madison ,94,6.5
The Incredibly True Adventure of Two Girls in Love ,94,6.5
Cellular ,94,6.5
Safe ,94,6.5
Monsters vs. Aliens ,94,6.5
Road Trip ,94,6.5
Slither ,95,6.5
Cloudy with a Chance of Meatballs 2 ,95,6.5
Music and Lyrics ,95,6.5
The Joneses ,96,6.5
Turbo ,96,6.5
Evil Dead ,96,6.5
The Ugly Truth ,96,6.5
Middle of Nowhere ,97,6.5
Elsa & Fred ,97,6.5
Phantasm II ,97,6.5
Drop Dead Gorgeous ,97,6.5
In the Land of Women ,97,6.5
Life During Wartime ,98,6.5
Subway ,98,6.5
Stake Land ,98,6.5
Basic ,98,6.5
Faster ,98,6.5
Daybreakers ,98,6.5
The Mighty Macs ,99,6.5
Killing Zoe ,99,6.5
Mean Machine ,99,6.5
Step Up Revolution ,99,6.5
Charlie St. Cloud ,99,6.5
A Dangerous Method ,99,6.5
Swordfish ,99,6.5
Kung Fu Killer ,100,6.5
Soul Men ,100,6.5
Can't Hardly Wait ,100,6.5
Session 9 ,100,6.5
Homefront ,100,6.5
Bathing Beauty ,101,6.5
Ira & Abby ,101,6.5
My Fellow Americans ,101,6.5
Twilight Zone: The Movie ,101,6.5
Shortbus ,101,6.5
The DUFF ,101,6.5
The Lucky One ,101,6.5
The Crazies ,101,6.5
Tracker ,102,6.5
Top Five ,102,6.5
The Hangover Part II ,102,6.5
Freeheld ,103,6.5
Veronika Decides to Die ,103,6.5
The Purge: Anarchy ,103,6.5
The World Is Mine ,104,6.5
Deterrence ,104,6.5
Meek's Cutoff ,104,6.5
Night Watch ,104,6.5
Oculus ,104,6.5
Step Up ,104,6.5
Let's Be Cops ,104,6.5
The Basket ,105,6.5
Boynton Beach Club ,105,6.5
Batman: The Movie ,105,6.5
Here Comes the Boom ,105,6.5
Letters to Juliet ,105,6.5
Extraordinary Measures ,106,6.5
Naturally Native ,107,6.5
Where the Truth Lies ,107,6.5
Big Miracle ,107,6.5
The Awakening ,107,6.5
Footloose ,107,6.5
Footloose ,107,6.5
Morning Glory ,107,6.5
Down in the Valley ,108,6.5
The Informant! ,108,6.5
A Perfect Getaway ,108,6.5
Happy Feet ,108,6.5
The Village ,108,6.5
Alice in Wonderland ,108,6.5
Alice in Wonderland ,108,6.5
Brown Sugar ,109,6.5
In Good Company ,109,6.5
Contraband ,109,6.5
The Inkwell ,110,6.5
Act of Valor ,110,6.5
How to Lose Friends & Alienate People ,110,6.5
Get Smart ,110,6.5
Funny Games ,111,6.5
Stop-Loss ,112,6.5
Snitch ,112,6.5
Snitch ,112,6.5
The Other Side of Heaven ,113,6.5
The Expendables ,113,6.5
Passchendaele ,114,6.5
Road House ,114,6.5
Out of Time ,114,6.5
A Walk Among the Tombstones ,114,6.5
The Claim ,115,6.5
The Claim ,115,6.5
Harlock: Space Pirate ,115,6.5
A Civil Action ,115,6.5
Ladder 49 ,115,6.5
Wild Things ,115,6.5
Pitch Perfect 2 ,115,6.5
Killer Elite ,116,6.5
"Me, Myself & Irene ",116,6.5
War of the Worlds ,116,6.5
Self/less ,117,6.5
Blended ,117,6.5
The Replacements ,118,6.5
Dead Man Down ,118,6.5
The International ,118,6.5
The Mothman Prophecies ,119,6.5
Tomorrow Never Dies ,119,6.5
You've Got Mail ,119,6.5
Olympus Has Fallen ,119,6.5
Jakob the Liar ,120,6.5
The Mirror Has Two Faces ,122,6.5
Fur: An Imaginary Portrait of Diane Arbus ,122,6.5
Fireproof ,122,6.5
The Grandmaster ,122,6.5
The Cotton Club ,123,6.5
8MM ,123,6.5
"Remember Me, My Love ",125,6.5
The Four Feathers ,125,6.5
Instinct ,126,6.5
Mr. & Mrs. Smith ,126,6.5
Caravans ,127,6.5
Beyond Borders ,127,6.5
Gone in Sixty Seconds ,127,6.5
Mo' Better Blues ,129,6.5
Sex Drive ,129,6.5
Hereafter ,129,6.5
Pain & Gain ,129,6.5
The Lost World: Jurassic Park ,129,6.5
Dreamgirls ,130,6.5
Tomorrowland ,130,6.5
Spanglish ,131,6.5
Need for Speed ,132,6.5
Bamboozled ,135,6.5
Crazy/Beautiful ,135,6.5
Star Wars: Episode I - The Phantom Menace ,136,6.5
For Love of the Game ,137,6.5
The Punisher ,140,6.5
The Pelican Brief ,141,6.5
Blood Ties ,144,6.5
The Lone Ranger ,150,6.5
The Horse Whisperer ,170,6.5
Margaret ,186,6.5
"Sabrina, the Teenage Witch             ",22,6.6
Ghost Hunters             ,60,6.6
The Messengers             ,60,6.6
Curious George ,78,6.6
Dragon Hunters ,80,6.6
Jonah: A VeggieTales Movie ,82,6.6
This Is Martin Bonner ,83,6.6
The Art of Getting By ,83,6.6
Antz ,83,6.6
Idiocracy ,84,6.6
Pocahontas ,84,6.6
The Puffy Chair ,85,6.6
But I'm a Cheerleader ,85,6.6
[Rec] 2 ,85,6.6
Opal Dream ,86,6.6
Everything Put Together ,87,6.6
Coffee Town ,87,6.6
Jackass: The Movie ,87,6.6
Interview with the Assassin ,88,6.6
A Nightmare on Elm Street 3: Dream Warriors ,88,6.6
Attack the Block ,88,6.6
Ice Age: Continental Drift ,88,6.6
DysFunktional Family ,89,6.6
The Blood of My Brother ,90,6.6
Broken Vessels ,90,6.6
My Date with Drew ,90,6.6
Enter Nowhere ,90,6.6
Please Give ,90,6.6
The Greatest Movie Ever Sold ,90,6.6
Severance ,90,6.6
Vantage Point ,90,6.6
Rush Hour 2 ,90,6.6
Don Jon ,90,6.6
Zoolander ,90,6.6
Lonesome Jim ,91,6.6
Slums of Beverly Hills ,91,6.6
The Howling ,91,6.6
Monster House ,91,6.6
London ,92,6.6
Underworld: Rise of the Lycans ,92,6.6
The Mechanic ,93,6.6
EuroTrip ,93,6.6
Incident at Loch Ness ,94,6.6
The Man Who Knew Too Little ,94,6.6
Wasabi ,94,6.6
Titan A.E. ,94,6.6
My Big Fat Greek Wedding ,95,6.6
Austin Powers: The Spy Who Shagged Me ,95,6.6
Saw II ,95,6.6
Due Date ,95,6.6
Chuck & Buck ,96,6.6
Sherrybaby ,96,6.6
Thumbsucker ,96,6.6
Secret Window ,96,6.6
Cotton Comes to Harlem ,97,6.6
Krush Groove ,97,6.6
Nanny McPhee ,97,6.6
Joy Ride ,97,6.6
The Brothers McMullen ,98,6.6
Class of 1984 ,98,6.6
The Prophecy ,98,6.6
Kiss of the Dragon ,98,6.6
Sur le seuil ,99,6.6
Shooting Fish ,99,6.6
The Funeral ,99,6.6
Diary of a Wimpy Kid: Rodrick Rules ,99,6.6
Drag Me to Hell ,99,6.6
The Work and the Glory II: American Zion ,100,6.6
Living Out Loud ,100,6.6
Romeo Is Bleeding ,100,6.6
"Run, Fatboy, Run ",100,6.6
The Polar Express ,100,6.6
The Swindle ,101,6.6
Burnt ,101,6.6
The Running Man ,101,6.6
Zack and Miri Make a Porno ,101,6.6
Day One ,102,6.6
Blackthorn ,102,6.6
Dear Wendy ,102,6.6
The Weather Man ,102,6.6
I Love You Phillip Morris ,102,6.6
Bad Grandpa ,102,6.6
The 13th Warrior ,102,6.6
16 Blocks ,102,6.6
Harold & Kumar Escape from Guantanamo Bay ,102,6.6
Man on a Ledge ,102,6.6
Purple Violets ,103,6.6
Rosewater ,103,6.6
Home for the Holidays ,103,6.6
This Is Where I Leave You ,103,6.6
Pet Sematary ,103,6.6
Kick-Ass 2 ,103,6.6
The Flower of Evil ,104,6.6
Clay Pigeons ,104,6.6
Wonderland ,104,6.6
The Forbidden Kingdom ,104,6.6
Auto Focus ,105,6.6
The Odd Life of Timothy Green ,105,6.6
Star Trek III: The Search for Spock ,105,6.6
Last Vegas ,105,6.6
Focus ,105,6.6
Robin and Marian ,106,6.6
Promised Land ,106,6.6
The Runaways ,106,6.6
Insidious: Chapter 2 ,106,6.6
Contagion ,106,6.6
A Walk on the Moon ,107,6.6
Central Intelligence ,107,6.6
Arbitrage ,107,6.6
A Lot Like Love ,107,6.6
The Spiderwick Chronicles ,107,6.6
Fighting Tommy Riley ,109,6.6
The Good Thief ,109,6.6
Friends with Benefits ,109,6.6
Elysium ,109,6.6
The Legend of Tarzan ,110,6.6
The Legend of Tarzan ,110,6.6
Never Back Down ,110,6.6
Shanghai Noon ,110,6.6
Hollywood Ending ,112,6.6
Blast from the Past ,112,6.6
Derailed ,112,6.6
The Interview ,112,6.6
Hostage ,113,6.6
30 Days of Night ,113,6.6
The Last House on the Left ,114,6.6
The Last House on the Left ,114,6.6
Run All Night ,114,6.6
The Original Kings of Comedy ,115,6.6
Ararat ,115,6.6
Kiss the Girls ,115,6.6
Flatliners ,115,6.6
Courage Under Fire ,116,6.6
U-571 ,116,6.6
Prince of Persia: The Sands of Time ,116,6.6
Edge of Darkness ,117,6.6
Dark Blue ,118,6.6
Star Trek: Generations ,118,6.6
Eagle Eye ,118,6.6
Hitch ,118,6.6
Terminator Salvation ,118,6.6
The Sisterhood of the Traveling Pants ,119,6.6
The Beach ,119,6.6
Escobar: Paradise Lost ,120,6.6
The Immigrant ,120,6.6
It's Complicated ,120,6.6
Home Alone 2: Lost in New York ,120,6.6
Black or White ,121,6.6
Blindness ,121,6.6
The Postman Always Rings Twice ,122,6.6
The Homesman ,122,6.6
The Second Best Exotic Marigold Hotel ,122,6.6
Think Like a Man ,122,6.6
Talladega Nights: The Ballad of Ricky Bobby ,122,6.6
Copycat ,123,6.6
Bandits ,123,6.6
The Heat ,123,6.6
Pandaemonium ,124,6.6
Joy ,124,6.6
Black Rain ,125,6.6
Terminator Genisys ,126,6.6
Outbreak ,127,6.6
Lethal Weapon 4 ,127,6.6
White Squall ,129,6.6
Anna Karenina ,129,6.6
The Manchurian Candidate ,129,6.6
What Lies Beneath ,130,6.6
Octopussy ,131,6.6
Yentl ,132,6.6
The Prince of Tides ,132,6.6
Silent Hill ,132,6.6
John Carter ,132,6.6
Licence to Kill ,133,6.6
The Magic Flute ,135,6.6
J. Edgar ,137,6.6
The Hunger Games: Mockingjay - Part 2 ,137,6.6
The Egyptian ,139,6.6
Ransom ,139,6.6
Hoffa ,140,6.6
Sardaar Ji ,141,6.6
Summer of Sam ,142,6.6
Tears of the Sun ,142,6.6
For Greater Glory: The True Story of Cristiada ,145,6.6
Bad Boys II ,147,6.6
The Chronicles of Narnia: Prince Caspian ,150,6.6
Armageddon ,153,6.6
Midnight in the Garden of Good and Evil ,155,6.6
Australia ,165,6.6
The Da Vinci Code ,174,6.6
Dune ,177,6.6
Wyatt Earp ,212,6.6
The Greatest Story Ever Told ,225,6.6
Arn: The Knight Templar ,270,6.6
The Legend of Suriyothai ,300,6.6
Anger Management             ,22,6.7
Fired Up             ,30,6.7
Revolution             ,43,6.7
Unforgettable             ,60,6.7
Pink Narcissus ,65,6.7
Kevin Hart: Let Me Explain ,75,6.7
Commando ,75,6.7
Old Joy ,76,6.7
Loving Annabelle ,76,6.7
Half Baked ,82,6.7
The Dirties ,83,6.7
The Loved Ones ,84,6.7
Eulogy ,85,6.7
Sound of My Voice ,85,6.7
Sinbad: Legend of the Seven Seas ,85,6.7
Flushed Away ,85,6.7
Silent Movie ,87,6.7
Blue Car ,88,6.7
The Oogieloves in the Big Balloon Adventure ,88,6.7
The Pirates! Band of Misfits ,88,6.7
Hot Rod ,88,6.7
Silent Running ,89,6.7
Rumble in the Bronx ,89,6.7
Bad Words ,89,6.7
Hotel Transylvania 2 ,89,6.7
Madagascar: Escape 2 Africa ,89,6.7
Trucker ,90,6.7
Tuck Everlasting ,90,6.7
Your Sister's Sister ,90,6.7
Heavy Metal ,90,6.7
Like Crazy ,90,6.7
Nick and Norah's Infinite Playlist ,90,6.7
Puss in Boots ,90,6.7
Six-String Samurai ,91,6.7
The Beaver ,91,6.7
Shipwrecked ,92,6.7
Mambo Italiano ,92,6.7
Tales from the Crypt: Demon Knight ,92,6.7
Celeste & Jesse Forever ,92,6.7
Penguins of Madagascar ,92,6.7
The Dead Girl ,93,6.7
May ,93,6.7
Project X ,93,6.7
Mooz-Lum ,94,6.7
High Anxiety ,94,6.7
Small Time Crooks ,94,6.7
Home ,94,6.7
Home ,94,6.7
Home ,94,6.7
The Call ,94,6.7
Serial Mom ,95,6.7
Pontypool ,95,6.7
My Blueberry Nights ,95,6.7
Just Like Heaven ,95,6.7
The Heart of Me ,96,6.7
The Greatest ,96,6.7
Hocus Pocus ,96,6.7
Scoop ,96,6.7
Police Academy ,96,6.7
Just Looking ,97,6.7
Morvern Callar ,97,6.7
Kissing Jessica Stein ,97,6.7
Easy Virtue ,97,6.7
Confidence ,97,6.7
Bridget Jones's Diary ,97,6.7
Catch a Fire ,98,6.7
Money Monster ,98,6.7
Marvin's Room ,98,6.7
Shattered ,98,6.7
Nothing to Lose ,98,6.7
Killer Joe ,98,6.7
The Whole Nine Yards ,98,6.7
Final Destination ,98,6.7
Only the Strong ,99,6.7
American Desi ,100,6.7
Bad Moms ,100,6.7
Bad Moms ,100,6.7
Resident Evil ,100,6.7
Brick Lane ,101,6.7
Kit Kittredge: An American Girl ,101,6.7
Bruce Almighty ,101,6.7
Tumbleweeds ,102,6.7
Ghost Town ,102,6.7
Epic ,102,6.7
Ramona and Beezus ,103,6.7
Analyze This ,103,6.7
The Expendables 2 ,103,6.7
Next Stop Wonderland ,104,6.7
The Rundown ,104,6.7
Renaissance ,105,6.7
Machete ,105,6.7
The Holy Girl ,106,6.7
Underdogs ,106,6.7
Wish I Was Here ,106,6.7
Signs ,106,6.7
The Fast and the Furious ,106,6.7
The Fast and the Furious ,106,6.7
The Fast and the Furious ,106,6.7
Quantum of Solace ,106,6.7
White Fang ,107,6.7
I Heart Huckabees ,107,6.7
This Is the End ,107,6.7
Dragonslayer ,108,6.7
A Mighty Heart ,108,6.7
The Proposal ,108,6.7
Return to Oz ,109,6.7
Smokin' Aces ,109,6.7
2 Guns ,109,6.7
In Time ,109,6.7
Zulu ,110,6.7
Ripley's Game ,110,6.7
The Rules of Attraction ,110,6.7
