movie_title,duration,imdb_score
The 33 ,127,6.9
Cutthroat Island ,124,5.6
Parental Guidance ,105,6.1
My Life Without Me ,106,7.6
Serial Mom ,95,6.7
Last Holiday ,112,6.4
Mandela: Long Walk to Freedom ,141,7.1
Shopgirl ,106,6.4
Dom Hemingway ,93,6.2
Waking Ned Devine ,91,7.4
Howards End ,140,7.5
Over Her Dead Body ,95,5.2
Domestic Disturbance ,89,5.5
City by the Sea ,108,6.2
Alice Through the Looking Glass ,113,6.4
Friday the 13th Part VII: The New Blood ,88,5.3
Bright Star ,119,7
The Homesman ,122,6.6
My Name Is Bruce ,84,6.3
Joyeux Noel ,116,7.8
Barnyard ,90,5.6
Crazy/Beautiful ,135,6.5
La Bamba ,108,6.8
UHF ,150,7
The Green Inferno ,100,5.4
Dragon Wars: D-War ,107,3.6
Birthday Girl ,93,6.1
Cleopatra ,251,7
Kundun ,134,7
Hollywood Ending ,112,6.6
Your Sister's Sister ,90,6.7
Top Five ,102,6.5
Frozen River ,97,7.2
Take the Lead ,118,6.7
A Charlie Brown Christmas ,25,8.4
Survivor ,96,5.6
Ip Man 3 ,105,7.2
The Man ,83,5.5
Gettysburg ,271,7.7
Bulworth ,108,6.8
The Hunting Party ,101,6.9
Instructions Not Included ,115,7.6
"20,000 Leagues Under the Sea ",127,7.2
"20,000 Leagues Under the Sea ",127,7.2
You Can Count on Me ,111,7.7
Barbershop ,102,6.3
One Direction: This Is Us ,106,4.1
An American Haunting ,91,5
Pontypool ,95,6.7
The Watcher ,97,5.3
A Lonely Place to Die ,99,6.3
Anacondas: The Hunt for the Blood Orchid ,97,4.6
Freeway ,102,6.9
"Mystery, Alaska ",119,6.7
Rollerball ,98,3
The Greatest Game Ever Played ,120,7.5
The Sisterhood of the Traveling Pants 2 ,119,6.2
The Warrior's Way ,100,6.3
Things to Do in Denver When You're Dead ,115,6.8
The Second Best Exotic Marigold Hotel ,122,6.6
A Mighty Wind ,91,7.3
Riding in Cars with Boys ,132,6.4
Godsend ,102,4.8
Samsara ,102,8.5
Friday the 13th: A New Beginning ,92,4.7
Beyond Borders ,127,6.5
Stick It ,103,6.4
American Dreamz ,107,5.5
Hardball ,106,6.3
Raise Your Voice ,103,5.9
Are We There Yet? ,95,4.6
Waiting for Guffman ,84,7.6
Money Talks ,97,6.1
The Oxford Murders ,104,6.1
Battle for the Planet of the Apes ,96,5.5
The Howling ,91,6.6
Firestarter ,114,6
Roger & Me ,91,7.5
The Secret of Kells ,75,7.7
12 Rounds ,108,5.6
Alvin and the Chipmunks: Chipwrecked ,87,4.4
Win a Date with Tad Hamilton! ,95,5.6
Preacher             ,60,8.3
The Warlords ,113,7.1
Halloween 5 ,96,5.2
Mighty Joe Young ,114,5.6
Friday the 13th Part VIII: Jason Takes Manhattan ,100,4.5
Batman: The Movie ,105,6.5
Cry_Wolf ,90,5.9
Imagine Me & You ,90,6.9
Pollock ,122,7
Unfinished Business ,91,5.4
Loser ,98,5.3
"Blood In, Blood Out ",330,8
Lone Star ,135,7.6
Conquest of the Planet of the Apes ,88,6.1
A Civil Action ,115,6.5
Housebound ,107,6.8
Adore ,112,6.2
The Replacement Killers ,96,6.1
Hatchet ,93,5.7
Krull ,116,6
Fortress ,95,5.9
Confessions of a Teenage Drama Queen ,89,4.6
The Stepfather ,101,5.6
Henry V ,137,7.7
Paul Blart: Mall Cop 2 ,94,4.4
Kangaroo Jack ,89,4.4
"McFarland, USA ",129,7.4
Rabbit-Proof Fence ,94,7.5
Heavy Metal ,90,6.7
The Perfect Man ,100,5.5
Escape from the Planet of the Apes ,98,6.3
Virtuosity ,106,5.5
From Justin to Kelly ,90,2.1
Another Year ,129,7.3
8 Women ,111,7.1
The Powerpuff Girls             ,30,7.2
You Got Served ,95,3.5
The Conspirator ,122,7
A Man for All Seasons ,120,7.9
The Tailor of Panama ,109,6.1
Torque ,84,4
Sleep Tight ,102,7.2
What Just Happened ,104,5.7
Pride and Prejudice and Zombies ,108,5.8
Club Dread ,119,5.6
The Act of Killing ,96,8.2
Miss Potter ,88,7
Playing for Keeps ,105,5.7
The Man Who Knew Too Little ,94,6.6
Reno 911!: Miami ,84,5.9
Primary Colors ,143,6.7
Jimmy Neutron: Boy Genius ,82,6
Dressed to Kill ,104,7.1
Sorority Row ,101,5.1
The Quiet American ,101,7.1
An Unfinished Life ,108,7
My Boss's Daughter ,90,4.6
Hop ,95,5.5
Things We Lost in the Fire ,118,7.2
A Mighty Heart ,108,6.7
Looney Tunes: Back in Action ,91,5.7
Universal Soldier: The Return ,83,4.1
Radio Days ,88,7.6
Muppets Most Wanted ,119,6.4
Celeste & Jesse Forever ,92,6.7
The Secret Life of Pets ,87,6.8
The Limey ,89,7.1
"Sabrina, the Teenage Witch             ",22,6.6
Barbarella ,98,5.9
Les visiteurs ,107,7
The Prophecy ,98,6.6
The Grandmaster ,122,6.5
Ong-bak 2 ,110,6.2
Micmacs ,105,7.2
Taking Woodstock ,120,6.7
Compliance ,90,6.4
Annie ,118,5.2
Multiplicity ,117,6
Tank Girl ,104,5.2
Pushing Tin ,124,6
The Big Hit ,91,6.1
Left Behind ,110,3.1
Left Behind ,110,3.1
Babe: Pig in the City ,97,5.8
The Trouble with Harry ,99,7.2
The Barbarian Invasions ,112,7.7
Police Academy: Mission to Moscow ,83,3.3
Pulse ,90,4.7
Chasing Mavericks ,116,7.2
Tora! Tora! Tora! ,160,7.5
Tsotsi ,94,7.3
Teenage Mutant Ninja Turtles III ,96,4.8
Yeh Jawaani Hai Deewani ,160,6.9
Anything Else ,108,6.4
1941 ,142,5.9
Sinister 2 ,97,5.2
Oliver! ,153,7.5
Dark Angel             ,60,7.4
Jason Lives: Friday the 13th Part VI ,86,5.9
Repo Man ,92,6.9
Love Happens ,109,5.6
The Art of War ,116,5.7
Superbabies: Baby Geniuses 2 ,88,1.9
The A-Team             ,60,7.6
Shattered ,98,6.7
The Glass House ,106,5.8
Jersey Boys ,134,6.9
Hang 'Em High ,114,7
Oliver Twist ,130,6.9
The Three Stooges ,92,5.1
The Muppet Movie ,95,7.7
Bubble Boy ,84,5.6
Feast ,95,6.4
White Oleander ,109,7.2
Antitrust ,109,6.1
Osmosis Jones ,95,6.2
Twilight Zone: The Movie ,101,6.5
Astro Boy ,94,6.3
Kill List ,95,6.3
Arthur and the Invisibles ,94,6
The Andromeda Strain ,115,7.2
Stay Alive ,75,5.1
Darkness Falls ,96,4.9
Must Love Dogs ,98,5.9
All the Boys Love Mandy Lane ,90,5.6
Boogeyman ,89,4.1
For Love of the Game ,137,6.5
The Island of Dr. Moreau ,99,4.4
Blue Crush ,104,5.6
School for Scoundrels ,108,5.9
Cursed ,99,5
"The Good, the Bad, the Weird ",135,7.3
Rubber ,82,5.8
Armored ,88,5.7
Hedwig and the Angry Inch ,95,7.8
The Verdict ,129,7.8
Envy ,99,4.8
Rules of Engagement             ,22,7.3
Mean Creek ,90,7.3
102 Dalmatians ,100,4.8
The Rookie ,127,7
Antwone Fisher ,117,7.3
Welcome to the Dollhouse ,88,7.5
Deep Rising ,106,6
Boat Trip ,97,4.9
Shutter ,90,5.2
One Missed Call ,87,3.9
The Sweet Hereafter ,112,7.7
The Salton Sea ,103,7.2
Agent Cody Banks ,102,5
The Transporter Refueled ,96,5.1
May ,93,6.7
The Red Violin ,130,7.7
The Skulls ,106,5.6
Pathology ,95,6
Now Is Good ,103,7.2
Hard Rain ,97,5.8
Halloween: Resurrection ,94,4.1
Touching the Void ,106,8.1
Anger Management             ,22,6.7
Coriolanus ,123,6.2
The Ridiculous 6 ,119,4.9
Where the Heart Is ,120,6.8
Cypher ,95,6.8
Straw Dogs ,110,5.8
The Angry Birds Movie ,97,6.3
Peggy Sue Got Married ,103,6.3
Instinct ,126,6.5
The Boy Next Door ,91,4.6
The Smurfs 2 ,105,5.4
The Innkeepers ,101,5.5
Drop Dead Gorgeous ,97,6.5
The Wackness ,99,7
Maniac ,89,6.1
City Island ,104,7.4
Get Carter ,102,5.1
Shortbus ,101,6.5
Dracula 2000 ,99,4.9
Empire             ,42,7.8
The Finest Hours ,117,6.8
The Marine ,92,4.7
Next Friday ,98,6.1
Garfield 2 ,86,5
The Way of the Gun ,119,6.7
Fantasia 2000 ,74,7.3
Christmas with the Kranks ,99,5.2
Lage Raho Munna Bhai ,144,8.2
Exit Wounds ,101,5.5
The Lizzie McGuire Movie ,94,5.3
Blow Out ,107,7.4
Bananas ,82,7.1
The Phantom ,100,4.9
Slow West ,84,6.9
Leatherheads ,114,6
Prom Night ,89,3.9
54 ,121,5.8
In the Land of Women ,97,6.5
Velvet Goldmine ,124,7
The Loved Ones ,84,6.7
The Lawnmower Man ,140,5.4
Charlotte's Web ,97,6.4
The Railway Man ,116,7.1
Children of Heaven ,89,8.5
The Peanuts Movie ,88,7.2
Man of the Year ,115,6.2
Neighbors 2: Sorority Rising ,92,6
Find Me Guilty ,125,7.1
Captain Corelli's Mandolin ,131,5.9
Nim's Island ,96,6
The Four Feathers ,125,6.5
Hot Tub Time Machine 2 ,99,5.1
Star Wars: The Clone Wars             ,23,7.9
"I Love You, Beth Cooper ",102,5.3
Silverado ,133,7.2
Alex Cross ,101,5.1
The Little Prince ,108,7.8
Spice World ,93,3.3
The Gunman ,115,5.8
The Killer Inside Me ,109,6.1
The Lazarus Effect ,83,5.2
The Shipping News ,111,6.8
The Last Days on Mars ,98,5.5
Admission ,107,5.7
Choke ,92,6.5
Femme Fatale ,114,6.3
Halloween III: Season of the Witch ,98,4.6
The Cave ,93,5.1
Victor Frankenstein ,110,6
Victor Frankenstein ,110,6
Ride Along 2 ,102,5.9
Victor Frankenstein ,110,6
The Cold Light of Day ,93,4.9
Seed of Chucky ,88,4.9
Exorcist: The Beginning ,125,5.1
Drumline ,118,5.7
The Cooler ,101,7
Double Impact ,110,5.5
The New Guy ,92,5.9
Red Tails ,125,5.9
Green Room ,95,7.1
Bandidas ,93,5.7
Shattered Glass ,99,7.2
Message in a Bottle ,131,6.1
Central Station ,113,8
Book of Shadows: Blair Witch 2 ,90,4
Big Fat Liar ,88,5.4
Big Fat Liar ,88,5.4
Nowhere Boy ,98,7.2
Igby Goes Down ,99,7
The Roommate ,91,4.8
Soul Kitchen ,99,7.3
Evita ,135,6.3
Adam ,99,7.2
The Class ,128,7.5
The Fifth Estate ,128,6.2
The Last Legion ,102,5.4
Hit and Run ,100,6.1
"It's a Mad, Mad, Mad, Mad World ",197,7.6
Wish I Was Here ,106,6.7
Bullets Over Broadway ,98,7.5
Wasabi ,94,6.6
Bully ,115,7
Holy Motors ,115,7.1
Life             ,45,8.3
Mean Machine ,99,6.5
Friday the 13th: The Final Chapter ,97,5.9
The To Do List ,104,5.8
Did You Hear About the Morgans? ,103,4.7
9½ Weeks ,112,5.9
The Baader Meinhof Complex ,184,7.4
The Messenger ,105,7.2
A Room with a View ,117,7.4
Two Lovers ,110,7.1
Spy Hard ,81,5.3
Halloween 4: The Return of Michael Myers ,88,5.9
Birth ,100,6.1
Undercover Brother ,86,5.8
The Merchant of Venice ,131,7.1
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",81,6.2
Fiddler on the Roof ,181,8
Rumble in the Bronx ,89,6.7
The Medallion ,108,5.2
Krampus ,98,6.2
Creepshow ,130,6.9
Creepshow ,130,6.9
Cyrus ,91,6.3
Mickey Blue Eyes ,102,5.8
The Spy Next Door ,94,5.4
Ravenous ,101,7.1
Wild Target ,98,6.9
The Ant Bully ,88,5.9
Bringing Down the House ,105,5.5
High Crimes ,115,6.3
Everyone Says I Love You ,101,6.8
Chasing Liberty ,101,6.1
Chasing Liberty ,101,6.1
Spider ,98,6.8
Nurse Betty ,110,6.3
The House of the Devil ,95,6.4
The Protector ,111,7.1
Sea of Love ,113,6.8
Red Sonja ,89,5
Maggie ,95,5.6
Mr. Holland's Opus ,143,7.3
Kicking & Screaming ,95,5.6
Promised Land ,106,6.6
While We're Young ,97,6.3
Hearts in Atlantis ,101,6.9
The Guilt Trip ,95,5.8
Orgazmo ,92,6.2
"Batman: The Dark Knight Returns, Part 2 ",148,8.4
Aquamarine ,104,5.3
Maria Full of Grace ,101,7.5
The Lunchbox ,104,7.8
The Divide ,122,5.8
The Devil Inside ,83,4.2
Welcome to the Sticks ,106,7.1
Hamlet ,150,7.8
Hamlet ,150,7.8
BloodRayne ,92,2.9
Confidence ,97,6.7
Dumb and Dumberer: When Harry Met Lloyd ,85,3.4
Enough ,115,5.6
Detroit Rock City ,95,6.8
Freddy's Dead: The Final Nightmare ,93,4.9
Black Knight ,95,4.8
After.Life ,104,5.9
Jaws: The Revenge ,92,2.8
A Thousand Words ,91,5.9
Raising Helen ,119,6
Airlift ,130,8.5
Frenzy ,116,7.5
Anna and the King ,148,6.7
Tusk ,102,5.4
Reindeer Games ,124,5.7
Basic Instinct 2 ,116,4.2
Me and You and Everyone We Know ,91,7.4
Small Time Crooks ,94,6.7
Old Dogs ,88,5.4
The Tale of Despereaux ,93,6.1
Summer of Sam ,142,6.6
The Skeleton Twins ,93,6.8
Porky's ,94,6.2
Hollywood Homicide ,116,5.3
Endless Love ,104,6.3
Midnight Special ,112,6.7
Child's Play 2 ,72,5.7
In the Land of Blood and Honey ,127,4.3
The Libertine ,114,6.4
Anomalisa ,90,7.3
The Return ,99,8
Meet Dave ,90,4.9
Alvin and the Chipmunks: The Squeakquel ,88,4.5
Midnight in the Garden of Good and Evil ,155,6.6
Hannah Montana: The Movie ,102,4.2
Dragonfly ,104,6.1
Paranormal Activity: The Marked Ones ,101,5
The Curse of the Jade Scorpion ,103,6.8
The First Wives Club ,103,6.2
Defendor ,95,6.8
Severance ,90,6.6
Labor Day ,111,6.9
Ouija ,89,4.4
Whiteout ,101,5.5
Tae Guk Gi: The Brotherhood of War ,148,8.1
Friday the 13th Part III ,91,5.7
World's Greatest Dad ,99,6.9
Big Momma's House 2 ,99,4.6
The Prince and Me ,111,5.9
Diary of a Wimpy Kid ,94,6.2
Coco Before Chanel ,111,6.7
The Haunted Mansion ,88,4.9
Brick Mansions ,100,5.7
License to Wed ,91,5.3
The Savages ,114,7.2
Money Train ,105,5.6
The Damned United ,98,7.6
The Rocker ,102,6.2
The Horse Whisperer ,170,6.5
Spun ,106,6.8
Radio ,109,6.9
Beneath the Planet of the Apes ,95,6.1
Kill the Messenger ,112,7
Happy Feet 2 ,100,5.9
Because I Said So ,102,5.6
In the Bedroom ,138,7.5
In & Out ,90,6.3
Eddie the Eagle ,106,7.5
Deadfall ,95,6.3
Eddie the Eagle ,106,7.5
The River Wild ,111,6.3
Triple 9 ,115,6.3
Southland Tales ,160,5.5
Cedar Rapids ,87,6.3
North Country ,126,7.3
Robot Chicken             ,11,7.8
Spellbound ,95,7.6
Monte Carlo ,109,5.8
G-Force ,88,5.1
Gridiron Gang ,125,6.9
All About Steve ,99,4.8
On the Road ,137,6.1
This Is It ,111,7.3
Scooby-Doo 2: Monsters Unleashed ,93,4.9
Baby's Day Out ,99,5.9
Saving Silverman ,96,5.9
Sleeper ,89,7.3
Central Intelligence ,107,6.6
The Joneses ,96,6.5
Defiance             ,43,7
Hustle & Flow ,116,7.4
Superman IV: The Quest for Peace ,134,3.6
Ladyhawke ,121,7
Howard the Duck ,110,4.6
Cat on a Hot Tin Roof ,108,8.1
Idle Hands ,92,6.2
The Muppet Christmas Carol ,89,7.7
Woman in Gold ,109,7.3
Dr. Dolittle 2 ,87,4.6
Guess Who ,105,5.9
Point Break ,114,5.3
Point Break ,114,5.3
Baby Mama ,99,6
Narc ,105,7.2
Three Burials ,107,7.5
One for the Money ,91,5.3
Crossroads ,93,3.3
Crossroads ,93,3.3
Trust ,106,7
Whale Rider ,101,7.6
Hope Springs ,100,6.3
Stake Land ,98,6.5
Ironclad ,121,6.2
Blood Work ,110,6.4
The SpongeBob Movie: Sponge Out of Water ,92,6
L'auberge espagnole ,111,7.3
Rob Roy ,139,6.9
Driven ,116,4.5
Veer-Zaara ,192,7.9
Congo ,109,5
The Kid ,104,6.1
Anonymous ,130,6.9
The Legend of Drunken Master ,102,7.6
Sharknado ,97,3.3
Teeth ,94,5.4
The Santa Clause 2 ,104,5.5
Think Like a Man ,122,6.6
Rock Star ,105,6.2
28 Days ,103,6
A Haunted House ,86,5.1
When a Stranger Calls ,87,5
Death to Smoochy ,109,6.4
To Die For ,106,6.8
The Big Year ,100,6.2
Dirty Pretty Things ,97,7.4
Striptease ,117,4.3
Glory Road ,118,7.2
Cradle 2 the Grave ,101,5.8
Hot Pursuit ,87,5.1
Zoolander 2 ,102,4.8
Stone ,105,5.4
RoboCop 3 ,104,3.9
Swimming Pool ,102,6.8
How Do You Know ,121,5.3
Ordinary People ,124,7.8
Texas Chainsaw 3D ,92,4.8
Capitalism: A Love Story ,105,7.4
The Producers ,134,6.4
Flashdance ,95,6.1
Varsity Blues ,106,6.4
Wyatt Earp ,212,6.6
Arthur Christmas ,97,7.1
Lilya 4-Ever ,109,7.9
Shall We Dance ,106,6.1
Carriers ,84,6
Soul Surfer ,106,7.1
Deconstructing Harry ,96,7.4
Edtv ,122,6.1
The Boy ,97,6
Under the Tuscan Sun ,113,6.7
The Hunted ,94,6
Million Dollar Arm ,124,7
Get Rich or Die Tryin' ,117,5
Somewhere ,97,6.3
MacGruber ,95,5.5
Under Siege 2: Dark Territory ,92,5.4
Tammy ,100,4.9
Cirque du Freak: The Vampire's Assistant ,109,5.9
The Collection ,82,6.1
The Cat in the Hat ,82,3.8
He Got Game ,136,6.9
A Nightmare on Elm Street 4: The Dream Master ,99,5.7
Sinbad: Legend of the Seven Seas ,85,6.7
You Will Meet a Tall Dark Stranger ,98,6.3
Fever Pitch ,104,6.2
Nothing to Lose ,98,6.7
M*A*S*H             ,25,8.4
The Age of Innocence ,139,7.2
Transamerica ,103,7.4
Mortal Kombat: Annihilation ,95,3.7
Halloween II ,119,4.9
Halloween II ,119,4.9
High Plains Drifter ,105,7.6
The Sessions ,95,7.2
Herbie Fully Loaded ,101,4.7
Curse of the Golden Flower ,114,7
Stuart Little 2 ,77,5.4
Wild Card ,92,5.6
Inspector Gadget ,110,4.1
Joe ,117,6.9
Far from Heaven ,107,7.4
History of the World: Part I ,92,6.9
History of the World: Part I ,92,6.9
Disclosure ,128,6
Little Women ,115,7.3
Miracle ,135,7.5
Buffalo '66 ,110,7.5
Honey ,94,5.3
The Wind That Shakes the Barley ,127,7.5
The Pirates! Band of Misfits ,88,6.7
Red Cliff ,150,7.4
Stolen ,96,5.5
3 Men and a Baby ,102,5.9
Constantine             ,43,7.5
My Best Friend's Girl ,112,5.9
My Own Private Idaho ,104,7.1
Bachelorette ,87,5.3
Much Ado About Nothing ,111,7.4
The Odd Life of Timothy Green ,105,6.6
The Reaping ,99,5.7
Without a Paddle ,95,5.9
The Big Wedding ,89,5.6
Hobo with a Shotgun ,86,6.1
Extract ,92,6.2
Days of Heaven ,94,8
Loaded Weapon 1 ,84,6.1
Alone in the Dark ,94,2.3
Mongol: The Rise of Genghis Khan ,126,7.3
Employee of the Month ,103,5.5
Sydney White ,108,6.3
Waitress ,108,7.1
The Huntsman: Winter's War ,120,6.1
"Sex, Lies, and Videotape ",100,7.2
Can't Hardly Wait ,100,6.5
Kung Pow: Enter the Fist ,81,6.2
Tin Cup ,135,6.3
The Good Girl ,93,6.5
Flash Gordon ,111,6.4
3000 Miles to Graceland ,125,5.9
Bobby ,112,7
Limitless             ,42,7.9
New Nightmare ,107,6.4
Magic Mike XXL ,115,5.7
Super Mario Bros. ,104,4
Nine Queens ,114,7.9
The Wedding Date ,90,6.1
11:14 ,85,7.2
After the Sunset ,97,6.3
A Man Apart ,109,6.1
3rd Rock from the Sun             ,60,7.8
In the Name of the King: A Dungeon Siege Tale ,156,3.8
Breakdown ,93,6.9
Dinosaur ,82,6.5
Bad Words ,89,6.7
DOA: Dead or Alive ,87,4.8
Fair Game ,108,6.8
The Fan ,116,5.8
The Grudge 2 ,137,5
The Flowers of War ,146,7.6
Bubba Ho-Tep ,92,7.2
Alive ,120,7.1
Blackhat ,133,5.4
Jason X ,85,4.4
Vampires Suck ,82,3.5
Life as a House ,125,7.5
Bullet to the Head ,92,5.7
The Runaways ,106,6.6
Black Rain ,125,6.6
Very Bad Things ,100,6.3
Draft Day ,110,6.8
Nutty Professor II: The Klumps ,109,4.3
How to Be Single ,110,6.1
Pale Rider ,115,7.3
Littleman ,98,4.3
Menace II Society ,97,7.5
Absolute Power ,121,6.7
The Covenant ,97,5.3
Eureka             ,60,7.9
Bad Company ,116,5.6
The Last Temptation of Christ ,164,7.6
Friday the 13th Part 2 ,87,6.1
The Beaver ,91,6.7
Bride of Chucky ,89,5.3
Aloha ,105,5.4
Aloha ,105,5.4
High School Musical 2 ,111,4.8
Freddy Got Fingered ,87,4.5
The Golden Child ,94,5.9
Logan's Run ,119,6.8
The Return of the Living Dead ,108,7.3
The Return of the Living Dead ,108,7.3
Pan ,111,5.8
Pan ,111,5.8
Pan ,111,5.8
Jason Bourne ,123,7.1
Courage Under Fire ,116,6.6
Spy Kids 3-D: Game Over ,84,4.1
Saved! ,92,6.9
Everything Must Go ,97,6.4
Chain Reaction ,107,5.6
Don't Say a Word ,113,6.3
Grave Encounters ,92,6.1
Martha Marcy May Marlene ,102,6.9
Lakeview Terrace ,110,6.1
Man on Wire ,90,7.8
Chariots of Fire ,125,7.2
The Matador ,96,6.8
Child 44 ,137,6.4
Rabbit Hole ,91,7
The Benchwarmers ,75,5.6
The Back-up Plan ,104,5.3
Son of the Mask ,94,2.2
Don't Be Afraid of the Dark ,99,5.6
Diary of the Dead ,95,5.7
Executive Decision ,133,6.4
Now You See Me 2 ,129,6.9
Timecrimes ,66,7.2
The Boxtrolls ,96,6.8
W. ,129,6.4
Untraceable ,101,6.2
Bound ,109,7.4
Lions for Lambs ,92,6.2
Rachel Getting Married ,113,6.7
Deuce Bigalow: European Gigolo ,83,4.6
All Good Things ,101,6.3
Planet 51 ,91,6.1
You Again ,105,5.8
Winter's Tale ,118,6.2
Don Juan DeMarco ,97,6.8
Boiler Room ,120,7
The Crying Game ,112,7.3
The Last Exorcism ,87,5.6
Arbitrage ,107,6.6
Gigli ,121,2.4
Automata ,109,6.1
I Spy ,97,5.4
Joe Dirt ,91,5.9
Rent ,135,7
Duplicity ,125,6.2
The Brothers Bloom ,114,6.9
White Noise ,101,5.5
Red Dawn ,114,6.4
The East ,116,6.9
American Splendor ,101,7.5
The Sentinel ,107,6.1
The Unborn ,89,4.8
The Unborn ,89,4.8
Open Water ,79,5.7
Jab Tak Hai Jaan ,176,6.9
Copycat ,123,6.6
Bulletproof Monk ,104,5.5
The Legend of Tarzan ,110,6.6
The Legend of Tarzan ,110,6.6
"Food, Inc. ",94,7.9
Nikita             ,60,7.7
The Triplets of Belleville ,80,7.8
15 Minutes ,120,6.1
Young Guns ,107,6.8
The Pledge ,124,6.8
How High ,93,6.2
Vampires ,104,6.1
Blue Ruin ,90,7.1
The General's Daughter ,116,6.3
Cheaper by the Dozen 2 ,94,5.4
Friday Night Lights             ,44,8.7
Lake Placid ,82,5.6
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,88,6
Transsiberian ,111,6.7
Formula 51 ,93,6.3
Beavis and Butt-Head Do America ,81,6.8
Road House ,114,6.5
Ghosts of Mars ,98,4.9
Shine ,105,7.7
The American President ,114,6.8
The Best of Me ,118,6.7
Sexy Beast ,89,7.3
The Proposition ,104,7.4
The Love Guru ,87,3.8
Race to Witch Mountain ,98,5.7
Monster-in-Law ,101,5.5
Hudson Hawk ,100,5.7
Secondhand Lions ,111,7.6
Alfie ,103,6.2
A Nightmare on Elm Street 2: Freddy's Revenge ,87,5.4
Wolf ,125,6.2
Murder by Numbers ,115,6.1
Murder by Numbers ,115,6.1
Hart's War ,125,6.3
The Dilemma ,111,5.3
Star Trek V: The Final Frontier ,107,5.4
Eight Legged Freaks ,99,5.4
High School Musical 3: Senior Year ,112,4.5
Session 9 ,100,6.5
Take Me Home Tonight ,97,6.3
The Frozen Ground ,105,6.4
Lords of Dogtown ,107,7.1
Hesher ,106,7.1
Queen of the Damned ,101,5.2
The Game Plan ,110,6.2
Crocodile Dundee II ,108,5.5
The Soloist ,117,6.7
Just My Luck ,103,5.3
The Eye ,92,5.4
Spirit: Stallion of the Cimarron ,83,7
The Chorus ,97,7.9
Heartbreakers ,123,6.2
The World's Fastest Indian ,127,7.9
My Blueberry Nights ,95,6.7
Soldier ,99,6
Allegiant ,120,5.8
Unfriended ,83,5.7
The Rules of Attraction ,110,6.7
Timecop ,99,5.8
Stuck on You ,118,5.8
The Mighty Ducks ,100,6.4
Zookeeper ,102,5.2
Me Before You ,110,7.6
"4 Months, 3 Weeks and 2 Days ",113,7.9
Concussion ,123,7.1
Quills ,124,7.4
The Dead Zone ,103,7.2
Keeping the Faith ,128,6.4
The Sisterhood of the Traveling Pants ,119,6.6
Dogtooth ,94,7.3
Spy Kids 2: Island of Lost Dreams ,100,5.1
The Legend of Hercules ,99,4.2
Original Sin ,118,6
The Young Victoria ,100,7.3
Dark Water ,103,5.6
Wicker Park ,114,7
Wicker Park ,114,7
The Majestic ,152,6.9
Jeepers Creepers II ,104,5.6
LOL ,97,4.3
Thirteen Days ,145,7.3
The Right Stuff ,193,7.9
The Art of Getting By ,83,6.6
The Legend of Bagger Vance ,126,6.7
House on Haunted Hill ,93,5.6
Step Up Revolution ,99,6.5
Bernie ,99,6.8
Enter the Void ,161,7.3
Stealth ,121,5
The Astronaut's Wife ,109,5.3
The Astronaut's Wife ,109,5.3
The Book of Life ,95,7.3
The Devil's Own ,111,6.1
My Bloody Valentine ,101,5.5
The Remains of the Day ,134,7.9
Jonah Hex ,81,4.7
The Whole Ten Yards ,98,5.5
The Client ,119,6.7
A Most Violent Year ,125,7
Flight of the Phoenix ,113,6.1
Best in Show ,90,7.5
Time Bandits ,103,7
Out of Time ,114,6.5
Hoodwinked! ,80,6.5
Drinking Buddies ,90,6.1
March of the Penguins ,80,7.6
Away We Go ,98,7.1
Cats & Dogs ,87,5.2
Wristcutters: A Love Story ,88,7.4
Waltz with Bashir ,90,8
The Sweetest Thing ,90,5.1
Becoming Jane ,120,7.1
Duplex ,89,5.8
The Rainmaker ,135,7.1
The Ghost and the Darkness ,110,6.8
Dream House ,84,6
The Awakening ,107,6.5
The Ice Storm ,112,7.5
"Legally Blonde 2: Red, White & Blonde ",95,4.6
The Peacemaker ,124,5.9
Grudge Match ,113,6.4
Stepmom ,124,6.7
The Fog ,89,6.8
The Fog ,89,6.8
Like Crazy ,90,6.7
We Are Marshall ,131,7.1
Takers ,107,6.2
Sanctum ,108,5.9
Night Watch ,104,6.5
The Possession ,92,5.9
The Possession ,92,5.9
Rendition ,122,6.8
Apollo 18 ,86,5.2
Step Up 3D ,107,6.2
Mortdecai ,107,5.5
Charlie St. Cloud ,99,6.5
The Animal ,84,4.8
Fish Tank ,123,7.3
Sabotage ,109,5.7
Sabotage ,109,5.7
America's Sweethearts ,102,5.7
The Midnight Meat Train ,103,6.1
Red Planet ,106,5.7
The Great Debaters ,126,7.6
13 Hours ,144,7.4
Jackass 3D ,101,7.1
Ella Enchanted ,96,6.3
Urban Legend ,99,5.5
Dick Tracy ,105,6.1
Save the Last Dance ,112,6.1
Mr. Peabody & Sherman ,92,6.9
Trouble with the Curve ,111,6.8
Goosebumps ,103,6.4
Goosebumps ,103,6.4
Something Borrowed ,112,5.9
What a Girl Wants ,105,5.8
Red Lights ,114,6.2
Half Baked ,82,6.7
The Signal ,97,6.1
Bangkok Dangerous ,99,5.4
The Replacements ,118,6.5
A Night at the Roxbury ,82,6.2
Four Christmases ,88,5.6
The Gambler ,111,6
The Gambler ,111,6
Blast from the Past ,112,6.6
Stripes ,117,6.9
